bus,vA_pu,vB_pu,vC_pu,vmin_pu,vmax_pu,distance_km,under_vmin,over_vmax
13454765,1.0077881422142152,1.0079695771725539,1.010217424042448,1.0077881422142152,1.010217424042448,0.017151200000000002,false,false
9290699,1.007808781827748,1.0079695771725539,1.010217424042448,1.007808781827748,1.010217424042448,0.0167582,false,false
9290700,1.0078125179433934,1.0079413888773725,1.010217424042448,1.0078125179433934,1.010217424042448,0.0170112,false,false
17655572,1.0078219113907323,1.0079695771725539,1.010217424042448,1.0078219113907323,1.010217424042448,0.0165082,false,false
11910744,1.007824006795588,1.0079751271289485,1.0102244017198747,1.007824006795588,1.0102244017198747,0.009400200000000001,false,false
13485982,1.0078386979131888,1.0079564801446075,1.010217424042448,1.0078386979131888,1.010217424042448,0.0065562,false,false
9760720,1.0078386979131888,1.0079564801446075,1.010217424042448,1.0078386979131888,1.010217424042448,0.0068731999999999994,false,false
12185636,1.007907381314302,1.007937004955958,1.0102244017198747,1.007907381314302,1.0102244017198747,0.0092192,false,false
12962393,1.007907381314302,1.0079751271289485,1.0102244017198747,1.007907381314302,1.0102244017198747,0.0085742,false,false
13691505,1.007924236527857,1.0079816173087257,1.0101965226855296,1.007924236527857,1.0101965226855296,0.014597200000000001,false,false
12968592,1.0079287324854558,1.0079848927648423,1.0101955171017145,1.0079287324854558,1.0101955171017145,0.013387200000000002,false,false
9290701,1.0079554698952982,1.0080497101706372,1.010217424042448,1.0079554698952982,1.010217424042448,0.0162922,false,false
13357784,1.0080060239733757,1.0081021783787252,1.0101955171017145,1.0080060239733757,1.0101955171017145,0.011347200000000002,false,false
12962925,1.0080069787889185,1.0080273024298119,1.0102189934927628,1.0080069787889185,1.0102189934927628,0.007950200000000001,false,false
9783455,1.0080069787889185,1.0080273024298119,1.0102189934927628,1.0080069787889185,1.0102189934927628,0.0083622,false,false
12969125,1.0081240997364067,1.0081021783787252,1.0101955171017145,1.0081021783787252,1.0101955171017145,0.0101772,false,false
9783456,1.008159591918698,1.0081199358775905,1.0101955171017145,1.0081199358775905,1.0101955171017145,0.0098762,false,false
12969818,1.008159591918698,1.0081199358775905,1.0101955171017145,1.0081199358775905,1.0101955171017145,0.0096912,false,false
13355047,1.0081957166708566,1.008211912970382,1.010217424042448,1.0081957166708566,1.010217424042448,0.0138522,false,false
13435075,1.0082258140903146,1.008211912970382,1.010217424042448,1.008211912970382,1.010217424042448,0.0118522,false,false
13513456,1.008272627257701,1.0083120136969421,1.010217424042448,1.008272627257701,1.010217424042448,0.010632200000000001,false,false
12936055,1.0084890258654562,1.008279828283035,1.0101928191507341,1.008279828283035,1.0101928191507341,0.0049302,false,false
13486010,1.0084478849524334,1.0082831378223678,1.010217424042448,1.0082831378223678,1.010217424042448,0.0027262000000000002,false,false
